movieId,title,imdbId
95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),142233
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),142232
95654,Geri's Game (1997),131409
141886,The Dress (1996),116729
136592,Freaky Friday (1995),113112
95752,Terminal USA (1993),111399
98829,"Evil Cult, The (Lord of the Wu Tang) (Yi tian tu long ji: Zhi mo jiao jiao zhu) (1993)",108624
109249,"Journey, The (El viaje) (1992)",105744
118334,Omen IV: The Awakening (1991),102585
98615,Burn Up! (1991),101522
116939,Werner - Beinhart! (1990),100912
