Plot,Title,Year
"In New York, the owner of a sophisticated antique shop Russell Edwin Nash is challenged to a sword fight in the parking lot of the Madison Square Garden by a man called Iman Fasil that is beheaded by Russell. He hides his sword and is arrested by the police while leaving the stadium. Russell recalls his life in the Sixteenth Century in Scotland, when he is Connor MacLeod and is deadly wounded in a battle against another Clan. However he surprisingly survives and his Clan believes he has a pact with the devil and expels him from their lands. Then he meets Juan Sanchez Villa-Lobos Ramirez that explains that he is immortal unless he is beheaded. Further, the immortals dispute a game killing each other and in the end only one survives receiving a price with the power of the other immortals. Russell is released by the police, but the snoopy forensic agent Brenda J. Wyatt is attracted by the case since she founds fragments of an ancient Katana and follows Russell. But the also immortal Kurgan is hunting down MacLeod and Brenda is in the middle of their battle.",Highlander,1986
"An autobiographical look at the breakup of Ephron's marriage to Carl ""All the President's Men"" Bernstein that was also a best-selling novel. The Ephron character, Rachel is a food writer at a New York magazine who meets Washington columnist Mark at a wedding and ends up falling in love with him despite her reservations about marriage. They buy a house, have a daughter, and Rachel thinks they are living happily ever after until she discovers that Mark is having an affair while she is waddling around with a second pregnancy.",Heartburn,1986
"1983. Tom Highway is a well-decorated career military man in the United States Marine Corps, he who has seen action in Korea and Vietnam. His current rank is Gunnery Sergeant. His experiences have led him to become an opinionated, no nonsense man, who is prone to bursts of violence, especially when he's drunk, if the situation does not suit him, regardless of the specifics or people involved. Because of these actions, he has spent his fair share of overnighters behind bars. Close to retirement, one of his last assignments, one he requested, is back at his old unit at Cherry Point, North Carolina, from where he was transferred for insubordination. He is to train a reconnaissance platoon. His superior officer, the much younger and combat inexperienced Major Malcolm Powers, sees Highway as a relic of an old styled military. Highway's commanding officer, Lieutenant Ring, the platoon leader, is also a younger man who has no combat experience, but is academically inclined and happy-go-lucky. Highway finds that his team is a rag-tag bunch of slackers, who includes wannabe rock musician Stitch Jones, with who Highway had an inauspicious earlier meeting. The men in the platoon, who truly believe Highway is crazy, hate him, and don't understand why they have to follow his harsh training regimen when the United States is not currently at war. The major, who is all about efficiency regardless of combat readiness, has the same views of Highway. He is clear that he sees Highway's platoon solely as a training mechanism for his own elite squad trained by Highway's nemesis, Staff Sergeant Webster. Things for Highway and his platoon change when the United States enters into war in Grenada. Through it all, Highway tries to reconnect with his bar waitress ex-wife Aggie, he even clandestinely reading women's magazines to understand her better. Two primary obstacles stand in his way: Roy Jennings, Aggie's boss and current suitor who hates Marines, and Aggie's own remembrance of how dysfunctional their marriage was.",Heartbreak Ridge,1986
"Hunt Stevenson works for a large car manufacturer that has just been bought out by a Japanese firm. Suddenly finding himself having to justify his own job, he's forced to choose between redundancy or the seemingly inhuman Japanese work ethic that the new owners have brought with them.",Gung Ho,1986
"In Victorian London, England, a little mouse girl's toymaker father is abducted by a peglegged bat. She enlists the aid of Basil of Baker Street, the rodent world's answer to Sherlock Holmes. The case expands as Basil uncovers the crime's link to a plot against the Crown itself.",The Great Mouse Detective,1986
Tommy Jarvis returns to the graveyard to make sure Jason Voorhees is dead and accidentally brings him back to life. Now it's up to Tommy to stop Jason's mindless killing and put him back where he belongs.,Jason Lives: Friday the 13th Part VI,1986
"Seth Brundle (Jeff Goldblum), a brilliant but eccentric scientist attempts to woo investigative journalist Veronica Quaife (Geena Davis) by offering her a scoop on his latest research in the field of matter transportation, which against all the expectations of the scientific establishment have proved successful. Up to a point. Brundle thinks he has ironed out the last problem when he successfully transports a living creature, but when he attempts to teleport himself a fly enters one of the transmission booths, and Brundle finds he is a changed man. This Science-Gone-Mad film is the source of the quotable quote ""Be afraid. Be very afraid.""",The Fly,1986
"A 12-year-old boy goes missing in 1978, only to reappear once more in 1986. In the eight years that have passed, he hasn't aged. It is no coincidence that at the time he ""comes back"", a flying saucer is found, entangled in power lines.",Flight of the Navigator,1986
"An intended rape victim manages to escape from her attacker but leaves her purse behind. Worried that he may visit her house and finish what he has started, she contacts the police but they are unable to help, saying that she has no proof. ""If he calls, let us know and we'll send a man round!"" A fat load of good that would be. Her worst fears are realised when, alone one day in the house, her attacker visits and attempts again to rape her. Circumstances allow her not only to resist the attack but to turn the tables and lock him away. And that is where her dilemma really starts. Does she release him and risk another attack? Does she go to the police and risk being called a liar? Or does she kill him - and become as low as him?",Extremities,1986
"DJ Zack and pimp Jack end up in prison for being too laid-back to avoid being framed for crimes they didn't commit. They end up sharing a cell with eccentric Italian optimist Roberto, whose limited command of the English language is both entertaining and infuriating. More useful to them is the fact that Roberto knows an escape route.",Down by Law,1986
"The story involves Rose Chismore's youth. She flashes back and remembers her coming-of-age. Her recollections are sometimes less than sweet, particularly those of her troubled and alcoholic step-father. Her memories of Robin, her first-love, are much happier and she also recalls her colorful Aunt Starr -- who's visit is fun but also detrimental to her family's health. The setting of 1950s Las Vegas' bomb testing is increasingly significant to the development of the story.",Desert Bloom,1986
"Paul Conway and his mother Jeannie Conway travel to a new town where Paul will join the local university invited by Dr. Johanson. They bring the robot BB that was developed by Paul, who is a genius in robotic. Paul befriends the paperboy Tom Toomey and has a crush on his next door neighbor Samantha Pringle, whose abusive alcoholic father Harry Pringle frequently hurts her. One day, Paul, Sam, Tom and BB are playing basketball and the ball fall in the field of their paranoid grumpy neighbor Elvira Parker that does not give it back to the teenagers. In Halloween, Tom convinces Paul to let BB open the padlock of the entrance to her house. However, there is an alarm system and Elvira blows up BB with her shotgun. Then Harry pushes her daughter down the stairs and the doctors let her brain-dead connected to the life support. However Paul convinces Tom to go to the hospital to rescue Sam and then he implants BB's chip into her brain resurrecting Samantha. But will she come back to life normal?",Deadly Friend,1986
"Pool hustler Fast Eddie Felson finds the young, promising pool player Vincent in a local bar and he sees in him a younger version of himself. To try and make it as in the old days, Eddie offers to teach Vincent how to be a hustler. After some hesitations Vincent accepts and Eddie takes him and Vincent's girlfriend Carmen on a tour through the country to work the pool halls. However, Vincent's tendency to show off his talent and by doing so warning off the players and losing money, soon leads to a confrontation with Eddie.",The Color of Money,1986
"At a time in prehistory when Neanderthals shared the Earth with early Homo sapiens, a band of cave-dwellers adopt blond and blue-eyed Ayla, a child of the ""Others"". As Ayla matures into a young woman of spirit and courage (unlike other women of the clan), she must fight for survival against the jealous bigotry of Broud, who will one day be clan leader. Based on Jean M. Auel's popular book, there is minimal narration; subtitles translate the Neanderthal gestures and primitive spoken language.",The Clan of the Cave Bear,1986
"James is a new speech teacher at a school for the deaf. He falls for Sarah, a pupil who decided to stay on at the school rather than venture into the big bad world. She shuns him at first, refusing to read his lips and only using signs. Will her feelings change over time?",Children of a Lesser God,1986
"Charlene Michaelson, her two children - teen-aged Amelia 'Milly' Michaelson and precocious adolescent Louis Michaelson - and their dog Max move into a new house in a new neighborhood after the passing of Charlene's husband/the kids' father, Donald Michaelson. Beyond life without Donald, they are all nervous about starting a new life, which, for Charlene, means getting back into the workforce after thirteen years. Milly quickly settles into the neighborhood if only because she becomes fascinated with their next door neighbor, teen-aged Eric Gibb, who authorities believe is autistic. Orphaned Eric has never spoken a word, and without having been told about the incident, began to think he could fly at the exact moment his parents died in a plane crash. Many believe Eric's belief is because he felt he could thus save his parents. Eric's guardian is his dipsomaniac Uncle Hugo Gibb. Milly's high school teacher, Mrs. Carolyn Sherman, who used to be a special needs teacher, looks after Eric as much as anyone. Mrs. Sherman believes that having Eric in her class with ""normal"" students is a positive environment for him, unlike the authorities who believe he should be institutionalized. Milly's official and unofficial tasks become to see what lies deep within Eric's psyche, and if there really is any validity to what people think Eric believes.",The Boy Who Could Fly,1986
"College student Jeffrey Beaumont returns to his idyllic hometown of Lumberton to manage his father's hardware store while his father is hospitalized. Walking though a grassy meadow near the family home, Jeffrey finds a severed human ear. After an initial investigation, lead police Detective John Williams advises Jeffrey not to speak to anyone about the case as they investigate further. Detective Williams also tells Jeffrey that he cannot divulge any information about what the police know. Detective Williams' high school aged daughter, Sandy Williams, tells Jeffrey what she knows about the case from overhearing her father's private conversations on the matter: that it has to do with a nightclub singer named Dorothy Vallens, who lives in an older apartment building near the Beaumont home. His curiosity getting the better of him, Jeffrey, with Sandy's help, decides to find out more about the woman at the center of the case by breaking into Dorothy's apartment while he knows she's at work. What Jeffrey finds is a world unfamiliar to him, one that he doesn't truly understand but one that he is unable to deny the lure of despite the inherent dangers of being associated with a possible murder. Still, he is torn between this world and the prospect of a relationship with Sandy, the two who are falling for each other, despite Sandy already being in a relationship with Mike, the school's star football player.",Blue Velvet,1986
"Millionaire businessman Thornton Melon is upset when his son Jason announces that he is not sure about going to college. Thornton insists that college is the best thing he never had for himself, and to prove his point, he agrees to enroll in school along with his son. Thornton is a big hit on campus: always throwing the biggest parties, knowing all the right people, but is this the way to pass college?",Back to School,1986
"Frank Dooley (John Candy) , a cop wrongly sacked for corruption, teams up with a useless defense lawyer named Herman Kane (Eugene Levy) in their new careers... as security guards. When the two are made fall guys for a robbery at a location they are guarding, the pair begin to investigate corruption within the company and their union. They soon make enemies of everyone, but can the unlikely duo save the day ?",Armed and Dangerous,1986
"A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead. Yet, are they really dead? Or is it just part of some very real and cruel April Fool's jokes? The hostess, Muffy, is the only one who apparently knows what's going on. But then again, is it really her doing the killing?",April Fool's Day,1986
"Fievel is a young Russian mouse separated from his parents on the way to America, a land they think is without cats. When he arrives alone in the New World, he keeps up hope, searching for his family, making new friends, and running and dodging the cats he thought he'd be rid off.",An American Tail,1986
"Danny and Bernie are two single men living their lives on the wild side. But when Danny meets Debbie at a bar and the two start a relationship with a one night stand, Danny's life takes a different turn. How does this passionate night become a full affair and what effect will this relationship have on both people and their friendship with their best mates ?",About Last Night...,1986
"Harry Mitchell, an L.A. manufacturer with a fancy car, a nice house, and a wife running for city council, has his life overturned when three masked blackmailers appear with a video tape of Harry and his young mistress. He's been set up, and they want $105,000. To protect his wife's political ambitions, Harry won't go to the police; instead, he shines them on and then doesn't pay. They up their demands, so he goes on the offensive, tracking them down and trying to turn one against the other. Their sociopathic leader, Alan, responds with violence toward the mistress and menace toward Harry's wife. Will Harry let up and pay off Alan or can he find some other solution?",52 Pick-Up,1986
"Michael J. ""Crocodile"" Dundee is an Australian crocodile hunter who lives in the Australian outback and runs a safari business with his trusted friend and mentor Walter Reilly. After surviving a crocodile attack, a New York journalist named Sue arrives to interview Mick about how he survived and learns more about the crocodile hunter. After saving Sue from a crocodile, Sue invites Mick to visit New York City, since Mick has never been to a city. Mick finds the culture and life in New York City a lot different than his home and he finds himself falling in love with Sue.",Crocodile Dundee,1986
"Sherlock Holmes and Dr. Watson meet as boys in an English Boarding school. Holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. When they discover a plot to murder a series of British business men by an Egyptian cult, they move to stop it.",Young Sherlock Holmes,1985
"An 8 year old Amish boy and his mother are traveling to Philadelphia, on their way to visit the mother's sister. While waiting at the train station, the young boy witnesses a brutal murder inside one of the bathroom stalls. Police detective John Book is assigned to investigate the murder of the man, who was a undercover cop. Soon after, Book finds out that he's in great danger when the culprits know about his investigation and hides out in the Amish community. There, he learns the way of living among the Amish locals, which consists of non-violence and agriculture. Book soon starts a romance with the mother of the little boy, but their romance is forbidden by the Amish standards. But, it's not long before the bad guys find out Book's whereabouts.",Witness,1985
"Two unpopular teenagers, Gary Wallace and Wyatt Donnelly, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men. On their road to becoming accepted, they encounter many hilarious obstacles, which gives the movie an overall sense of silliness.",Weird Science,1985
"James Bond has one more mission. Bond returns from his travels in the USSR with a computer chip. This chip is capable of withstanding a nuclear electromagnetic pulse that would otherwise destroy a normal chip. The chip was created by Zorin Industries, and Bond heads off to investigate its owner, Max Zorin. Zorin may only seem like a innocent guilty man, but is really planning to set off an earthquake in San Andreas which will wipe out all of Silicon Valley. As well as Zorin, Bond must also tackle May Day and equally menacing companion of Zorin, whilst dragging Stacy Sutton along for the ride.",A View to a Kill,1985
"Carrie Watts is living the twilight of her life trapped in an apartment in 1940's Houston, Texas with a controlling daughter-in-law and a hen-pecked son. Her fondest wish -- just once before she dies -- is to revisit Bountiful, the small Texas town of her youth which she still refers to as ""home."" The trouble is her son, Ludie, is too concerned for her health to allow her to travel alone and her petty daughter-in-law, Jessie Mae, insists they don't have money to squander on bus tickets. This prompts ""escape"" attempts each month which coincide with the arrival of Mrs. Watts' Social Security check. Then, Mrs. Watts makes a successful escape and last trip home.",The Trip to Bountiful,1985
"Seven friends - Alec, Billy, Jules, Kevin, Kirby, Leslie and Wendy - are trying to navigate through life and their friendships following college graduation. Alec, who aspires to political life, has just shown his true colors by changing his allegiance from Democrat to Republican, which freaks out girlfriend Leslie, who he wants to marry. Budding architect Leslie, on the other hand, has an independent streak. She believes she has to make a name for herself to find out who she is before she can truly commit to another person in marriage. But Leslie and Alec have decided to live together. Because Leslie refuses to marry Alec, he believes that justifies certain behavior. Kirby, who wants to become a lawyer and who pays for his schooling by working as a waiter at their local hangout called St. Elmo's Bar, and struggling writer Kevin are currently roommates. They are on opposite extremes of the romance spectrum. Kirby has just reconnected with Dale Biberman, a slightly older woman he knew in college who is now a doctor. He is madly in love with her and will do *anything* to impress her. Kevin, on the other hand, doesn't date and states he doesn't believe in love, making his friends speculate that he's a closet homosexual who is secretly in love with Alec. Kevin will eventually open himself up to the one friend who matters the most. Billy, married with a child, is the irresponsible one of the group who would rather sleep around and play the saxophone than face the realities of being an adult with family commitments. He still lives for the memory of his fraternity glory days. Virginal and sheltered Wendy, who comes from a wealthy family, works in a low paying social services job. Her family provides for all her financial needs. She is in love with Billy, who in turn takes advantage of her adoration of him. And most are concerned about Jules, who works in a bank, lives a life of excess in all facets and doesn't have the financial means to live that lifestyle. The question for all seven becomes whether their friendship can survive adult real life.",St. Elmo's Fire,1985
"This is the story of a master toymaker who discovers a magical kingdom of elves in the North Pole and becomes Santa Claus. But when Santa's eager-to-please elf Patch leaves the North Pole for the big streets of New York City, he becomes mixed up with a dastardly toy tycoon's plans to take over Christmas. And so begins Santa's adventure - to rescue his faithful elf and to save Christmas for all the children of the world!",Santa Claus: The Movie,1985
A hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out-of-control train with a female railway worker while being pursued by the vengeful head of security.,Runaway Train,1985
"Ever since his match with Clubber Lang, Rocky Balboa has a peaceful life. And now he and former champion, Apollo Creed, enjoy good times and are now the best of friends. But Rocky's peaceful life as a boxer gets paused after a match Apollo went into. Unfortunately, Creed fought Ivan drago, a 6'5"" Russian who has never lost a match, and sadly, brutally murders Apollo in the ring. A funeral is held and times start going downhill fast. Now, in order to restore honor, Rocky challenges Drago to a match and must beat him for sweet, bitter vengeance.",Rocky IV,1985
"Dorothy Gale has recently come home to Kansas from the Land of Oz is now almost back to perfect health since the incident of the tornado, only she cannot get that wonderful place out of her head. She frequently talks about it and cannot get any sleep at night. Aunt Em worries about her health/well-being. Thinking that she is suffering delusional depression and acute insomnia, she decides to take her to see a special doctor in another town. While he tries to treat her with electro-shock treatment and take those nasty dreams away from her head, she is rescued by a mysterious girl who leads her back to Oz for a new adventure.",Return to Oz,1985
"The tyrant Gedren seeks the total power in a world of barbarism. She attacks and kills the keepers of a powerful talisman just before it is destroyed. Gedren then uses the power of the talisman in her raid of the city Hablac. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren. The talisman's master Kalidor follows to protect her. Of course they fall in love - however Red Sonja's power bases on the oath to never give herself to any man...",Red Sonja,1985
"Mitch Taylor is one of the youngest students ever accepted to a university known for its programs for geniuses. He partners up with his roommate, science club legend Chris Knight, on a project to develop a high-powered laser. Together with their hyperkinetic friends, they employ their intellects in the pursuit of bigger blasts, practical jokes, and a deeper understanding of what real genius means. When they find out that their professor intends to turn their work over to the military for use as a weapon, they decide to get even.",Real Genius,1985
"John Rambo is removed from prison by his former superior, Colonel Samuel Troutman, for a top-secret operation to bring back POW's still held in Vietnam. Rambo's assignment is to only take pictures of where the POWs are being held, but Rambo wants to get the POWs out of Vietnam. Teamed up with female Vietnamese freedom fighter Co Bao, Rambo embarks on a mission to rescue the POWs, who are being held by sadistic Vietnamese Captain Vinh and his Russian comrade, Lieutenant Colonel Padovsky. Rambo starts killing every enemy in sight while still focusing on his intentions to rescue the POWs. There are also corrupt American officials involved in the mission, including Marshall Murdock, one of Rambo's superiors.",Rambo: First Blood Part II,1985
"Cecilia is a waitress in New Jersey during the Depression and is searching for an escape from her dreary life. Tom Baxter is a dashing young archaeologist in the film ""The Purple Rose of Cairo."" After losing her job Cecilia goes to see the film in hopes of raising her spirits. Much to her surprise Tom Baxter walks off the screen and into her life. There's only one problem..Tom isn't real. Meanwhile Hollywood is up in arms when they dicover that other Tom Baxters are trying to leave the screen in other theatres. Will Tom ever return and finish the film or will he decide to stay in the real world?",The Purple Rose of Cairo,1985
"Mahoney and friends have graduated from the Police Academy (1984) and are issued with their first assignments. As before, their cheerfulness and devotion to duty outweigh any shortcomings, but are they ready to do battle with a band graffiti daubing terrorists?",Police Academy 2: Their First Assignment,1985
A gold mining camp in the California foothills is besieged by a neighboring landowner intent on stealing their claims. A preacher rides into camp and uses all of his powers of persuasion to convince the landowner to give up his attacks on the miners.,Pale Rider,1985
"Follows the life of Karen Blixen, who establishes a plantation in Africa. Her life is Complicated by a husband of convenience (Bror Blixen), a true love (Denys), troubles on the plantation, schooling of the natives, war, and catching VD from her husband.",Out of Africa,1985
"Gideon, a Christmas angel, is sent, by Santa, to help Ginny Grainger. Ginny is a cynic, and she hates Christmas. She and her family (husband, Jack and two kids, Cal and Abbie) have fallen on hard times, making it even harder to believe in anything that can't be seen. With help from Abbie, and a trip to see Santa Claus himself, can Gideon find a way to make Ginny believe again?",One Magic Christmas,1985
"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear.",A Nightmare on Elm Street 2: Freddy's Revenge,1985
"Ingemar lives with his brother and his terminally ill mother. He may have a rough time, but not as bad as Laika - the russian dog sent into space... He gets sent away to stay with relations for the summer. While there, he meets various strange characters, giving him experiences that will affect him for the rest of his life.",My Life as a Dog,1985
"The space shuttle Churchill is assigned to observe the Halley's Comet under the command of Col. Tom Carlsen. They see a strange form attached to the comet and Carlsen goes with a team to investigate. They find three humanoid life forms in caskets and they bring them to the Churchill. However, Earth loses contact with the shuttle and the Space Research Center sends another spacecraft to search the Churchill. They find the crew dead and the shuttle burnt and one rescue pod missing. They bring the humanoids to Earth and soon Dr. Hans Fallada and his team discover that the Space Girl is a sort of vampire and drains the life force from people transforming them into zombies. When the authorities find that Col. Tom Carlsen has survived, they summon him to explain what happened in the Churchill. Carlsen tells an incredible story about the three aliens and he teams up with Col. Colin Caine trying to save mankind from the evil vampires from the space.",Lifeforce,1985
A demon who seeks to create eternal night by destroying the last of the unicorns and marrying a fairy princess is opposed by the forest boy Jack and his elven allies in this magical fantasy. Two different versions of this picture feature soundtracks by either Tangerine Dream or Jerry Goldsmith.,Legend,1985
"Natty Gann (played by Meredith Salenger) is a twelve year old Depression era girl whose single-parent father leaves her behind in Chicago while he goes to Washington State to look for work in the timber industry. Natty runs away from the guardian she was left with to follow Dad. She befriends and is befriended by a wolf that has been abused in dog fights, hops a freight train west, and is presumed dead when her wallet is found after the train crashes. Dad gets bitter and endangers himself in his new job. Meanwhile Natty has a series of adventures and mis- adventures in various farmhouses, police stations, hobo camps, reform schools, and boxcars.",The Journey of Natty Gann,1985
"This is the sequel to ""Romancing the Stone"" where Jack and Joan have their yacht and easy life, but are gradually getting bored with each other and this way of life. Joan accepts an invitation to go to some middle eastern country as a guest of the sheik, but there she is abducted and finds her- self involved with the ""jewel"". Jack decides to rescue her with his new partner Ralph. They all go from one adventure to another... What is the story of this ""jewel""?",The Jewel of the Nile,1985
"Mikey Walsh and Brandon Walsh are brothers whose family is preparing to move because developers want to build a golf course in the place of their neighborhood -- unless enough money is raised to stop the construction of the golf course, and that's quite doubtful. But when Mikey stumbles upon a treasure map of the famed ""One-Eyed"" Willy's hidden fortune, Mikey, Brandon, and their friends Lawrence ""Chunk"" Cohen, Clark ""Mouth"" Devereaux, Andrea ""Andy"" Carmichael, Stefanie ""Stef"" Steinbrenner, and Richard ""Data"" Wang, calling themselves The Goonies, set out on a quest to find the treasure in hopes of saving their neighborhood. The treasure is in a cavern, but the entrance to the cavern is under the restaurant of evil thief Mama Fratelli and her sons Jake Fratelli, Francis Fratelli, and the severely disfigured Lotney ""Sloth"" Fratelli. Sloth befriends the Goonies and decides to help them.",The Goonies,1985
"Five years after killing the goalie hockey-masked killer Jason Voorhees, Tommy Jarvis has grown up in various mental hospitals unable to get over the nightmares about Jason's return. When Tommy is sent to a rural halfway house in New Jersey for mentally disturbed teenagers, a series of grisly murders begin anew as another hockey-masked killer begins killing off all people at and around the residence. Has Jason returned from the dead to re-start his killing spree? Has Tommy decided to take over the reign of Jason, or has someone else?",Friday the 13th: A New Beginning,1985
"Irwin ""Fletch"" Fletcher, Los Angeles journalist, really lives for his profession. As Jane Doe, he publishes articles that have caused several heads to roll in the past. Now, Fletch is at it again: In disguise as a bum, he lives at the beach, researching drugs and their dealing. One day, Fletch is addressed by Alan Stanwyk, a rich man, who asks him, the bum, a favour. For the sum of $50,000, Fletch should kill poor cancer-ridden Mr. Stanwyk with a gun, so that his wife will get the insurance money. What the guy didn't think of was Fletch's real profession. Returning into normal life, Fletch instantly takes up research not only to find out that Mr. Stanwyk is healthy as life itself but he also runs into certain connections between drug dealing at the beach, Alan Stanwyk, his private jet, the police and a very expensive piece of Land in Utah.",Fletch,1985
"It's 1971 at the University of Texas, Austin. College buddies, facing graduation, marriage, and the draft, skip out of their own graduation party and head to the Mexican border for some adventure, a buried secret, and one last go-around at ""the privileges of youth"".",Fandango,1985
"Based on a true story, Powers Boothe plays an American dam engineer in Brazil. Boothe's son (played by Charlie Boorman - son of director John Boorman) is kidnapped by a rain forest tribe, and raised as one of their own. Boothe continues to look for him and after many trials and adventures, stumbles upon him.",The Emerald Forest,1985
"Bored Roberta spots a regular personal ad in the paper titled 'Desperately Seeking Susan'. She heads off to New York, following one of the ads, and finds Susan. When Susan sells her jacket, Roberta - trying to emulate her mystery ad writer - buys the jacket and wears it. Little does she know someone is looking for the jacket - and its owner...",Desperately Seeking Susan,1985
"A group of aliens return to earth to retrieve cocoons containing the people they'd left behind from an earlier trip. These cocoons had been resting at the bottom of the ocean. Once retrieved, they stored these recovered cocoons in the swimming pool of a house they'd rented in a small Florida town. Their mission is hampered by a number of elderly people from a nearby retirement community who had been secretly using the pool, and who discover unusual powers from within these cocoons.",Cocoon,1985
