Plot,Title,Year
"Can you go home again? What if you're a gay man and home is a state where voters keep electing a homophobe to the US Senate? In 1996, at age 30, native son Tim Kirkman returns to North Carolina to explore the parallels and differences between himself and Jesse Helms: they're from the same town and college, with media interests, from families blessed by adoptions, Baptists by upbringing. Tim puts his camera in front of his family, a boyhood pal, college friends, his pastor, Helms fans, community activists, novelists Lee Smith and Allan Gurganus, a mayor who's gay, and people in the street, including a brief interview with Matthew Shepard. What is it to judge, and what is it to love?",Dear Jesse,1998
"Affectionate portrait of Tim ""Speed"" Levitch, a tour guide for Manhattan's Gray Line double-decker buses. He talks fast, is in love with the city, and dispenses historical facts, architectural analysis, and philosophical musings in equal measures. He's reflective and funny about cruising: he loves it, got in it to meet women, and he'd quit work if he could. His personal life is disclosed in small doses: he takes home $200 a week for 20 hours work, home is his suitcase and wherever he can flop, he's been arrested for going out on the roof tops of skyscrapers to see his city; he stands between the towers of the World Trade Center, spins until he's dizzy, then looks up.",The Cruise,1998
"""Strange Fruit"" had everything that makes a legendary rockband: Money, Fame, Success, Groupies, a Singer who died of drugs and even a divine ending, when lightning struck the stage during an open-air. Twenty years later, all band members are minding their own businesses, the idea of a band reunion is brought up by, well, public request. Tony, the former keyboard player, sets out only to find his former friends working as a roofer, a gardener and a hotel clerk. They all became rather everyday people, married or still single, they definitely are not wild and crazy anymore. But with the help of former manager Karen, who is still dreaming of Brian, the apparently deceased lead guitarist, they all, old, fat and wrinkled as they are, try to catch that spirit again.",Still Crazy,1998
"A woman breaks up with her boyfriend, he thinks it's because he's fat. A man is unable to tell her next door neighbor he finds her sexually attractive. An old couple wants to split up, but they don't want to get a divorce. A therapist masturbates to teen magazines. An 11 year old kid is insecure about the fact that he hasn't cum yet. Office workers try to recall the face of a coworker who recently died. A woman is sure she has everything she could ever want. The lives of these individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",Happiness,1998
"The pathetically shy LV lives the life of a recluse listening to her late father's old records in her room and in the process driving her abusive, loud-mouthed mother, Mari Hoff, to distraction. At night, however, when her father's ghost visits, LV sings the songs of the great divas such as Judy Garland, Marilyn Monroe and Shirley Bassey. One evening LV is overheard by one of her mother's loathsome boyfriends, the disastrous dead-end talent scout Ray Say, who recognizes her innate talent and realizes this is his last big chance for the glittering prizes. Gambling everything Ray Say forces LV to appear at a local run-down, seedy night club run by Mr. Boo. As preparations for the big event proceed apace LV meets the equally shy Billy, a pigeon-racing telephone engineer and they form a tentative, gentle friendship. The big night finally arrives and everything is in readiness, the band, the club and even a big agent from London, but what about LV?",Little Voice,1998
"Urban Legend tells the story of a group of pretty college students at a remote New England university. The focus of the story is Natalie, a beautiful, academically-gifted student at the fictional Pendleton University. Natalie and her friends are all involved in the Folklore class being taught by Professor Wexler. Wexler regales his class with urban legends, which include Pendleton's own urban legend about a Psych professor who murdered six students at Stanley Hall 25 years ago. Natalie is the first one to suspect there's a killer on campus, especially after she has ties to all of the victims. No one, including her friends, Wexler, Dean Adams and security guard, of course, believes her until it's too late. Now she finds that she and her friends are part of the killer's ultimate urban legend.",Urban Legend,1998
"A department store executive (Flanery) tries to resist falling in love with a young woman (Gellar), who he believes has possessed magical powers after inheriting a restaurant.",Simply Irresistible,1999
"Eleven articulate people work through affairs of the heart in L.A. Paul produces Hannah's TV cooking show, and they must move beyond gentle barbs when she wants to know about an affair of his years ago. Mark is dying of AIDS, and his mother comes to his bedside: they must talk truthfully. Men have scalded Meredith so she rebuffs Trent's charm, but he persists. The trendy, prolix Joan tries to pull the solitary Keenan into her orbit: why is he reluctant? An adulterous couple meet at hotels for evening sex, but she is unwilling for the relationship to grow. Hugh tells tall tales, usually tragic, to women in bars. By the week's end, their parallel stories converge.",Playing by Heart,1998
"A serial killer is on the prowl in the badlands of Ozona, Oklahoma, and the travelers who intersect at a roadside cafeteria somewhere between Texas and New Mexico are destined to cross his path. They include a circus clown and his stripper girlfriend, grieving sisters, a trucker, and a woman who is taking her mother to see the ocean before she dies. Tying everything together even tighter is the presence of the local radio station, whose DJ and boss don't seem to be getting along too well.",Outside Ozona,1998
"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts, two eloping high-school graduates.",Bride of Chucky,1998
"Rosa Lynn sends her druggie daughter Loretta and her children Thomas and Tracy away from the big city to live with their uncle Earl in the ancestral home in rural Mississippi. Earl puts Loretta to work in his restaurant, Just Chicken, while also telling them about the generations of their family, the Sinclairs, dating back to their time in slavery before the the Civil War.",Down in the Delta,1998
"Academy Award-winner Barbara Kopple directs this documentary portrait of Academy Award and Golden Globe-winner Woody Allen, seen traveling with friends and fellow musicians during their New Orleans jazz band's 1996 European tour. Allen's relationship with his wife Soon-Yi Previn is captured on film here for the first time, and others on the European jaunt include Allen's sister Letty Aronson. Followed by press, paparazzi, and gushing admirers, Allen returns home to face a more realistic critical assessment during ""the lunch from hell"" with his aged parents.",Wild Man Blues,1997
"Jack Frost is a singer who's on the road most of the time so he can't spend a lot of time with his son Charlie, although they love each other very much. When Jack dies in a car accident, Charlie becomes a very sad young man, until... Jack returns as a snowman! Now they can do all the things they've missed when Jack was human, but what will people think when they see Charlie talking to a snowman and what will happen when the weather gets warmer?",Jack Frost,1998
"Dora, a dour old woman, works at a Rio de Janeiro central station, writing letters for customers and mailing them. She hates customers and calls them 'trash'. Josue is a 9-year-old boy who never met his father. His mother is sending letters to his father through Dora. When she dies in a car accident, Dora takes Josue and takes a trip with him to find his father.",Central Station,1998
"Now in the 8th Grade, Josh discovers he has a great throwing arm and tries out for his school football team. It is then soon discovered that his dog, Buddy, can also make impossible catches, and the two become an unstoppable force. However, an evil duo of Russian circus-managers attempt to kidnap Buddy and use him as their main attraction, while the Timberwolves make it to the championship. Can Josh save Buddy before the big game?",Air Bud: Golden Receiver,1998
"A teen faces her impending adulthood in the carefree sex and drug revolution years of the early 80's prior to fears of AIDS. She lives with her bitter, divorced mother and her sadistic kid brother. Looking forward to a life based on her passion for art, she nevertheless gets in with the partying crowd which causes her to miss deadlines and poor grades which jeapordizes her future. Ultimately she ends up losing her virginity to an older artist wanna-be who she has had a long standing crush on.",Whatever,1998
In God's Hands is the story of big wave riders that go all over the globe searching to ride bigger and bigger waves. The story mostly follows Shane Dorian and his obsession with surfing. It also follows how they train for waves like that.,In God's Hands,1998
"In small-town Texas, high school football is a religion. The head coach is deified, as long as the team is winning and 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. In his 35th year as head coach, Bud Kilmer (Jon Voight) is trying to lead his West Canaan Coyotes to their 23rd division title. When star quarterback Lance Harbor (Paul Walker) suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon (James Van Der Beek), a second-string quarterback with a slightly irreverent approach to the game. ""Varsity Blues"" explores our obsession with sports and how teenage athletes respond to the extraordinary pressures places on them.",Varsity Blues,1999
"Slam tells the story of Ray Joshua, an original, gifted young MC trapped in a war-zone housing project known as Dodge City. Unable to find a job, Ray copes with the despair and poverty of his neighborhood by using his wits and verbal talent.",Slam,1998
"Syd, who lives with her boyfriend James, goes to complain to her neighbor about the leak in the ceiling. Her neigbor is photographer Lucy Berliner and Syd starts to fall in love with her.",High Art,1998
"Myles is divorced in L.A. He wants a love life and a film career. So he decides to go on 20 dates and find true love in front of a camera, making his first feature. His patient agent, Richard, finds a $60,000 investor, the shadowy Elie. Myles starts his search, sometimes telling his date she's being filmed, sometimes not. Elie wants sex and titillation, Myles wants it ""real."" Myles regularly talks with his old film teacher, Robert McKee, who wonders if love is possible in modern life. Half-way through the 20 dates, Myles meets Elisabeth; she's everything he desires and she likes him. Can he finish the 20 dates, satisfy Elie, and complete his film without losing Elisabeth?",20 Dates,1998
Max is a genius mathematician who's built a supercomputer at home that provides something that can be understood as a key for understanding all existence. Representatives both from a Hasidic cabalistic sect and high-powered Wall Street firm hear of that secret and attempt to seduce him.,Pi,1998
"After rocker Kurt Cobain's death, ruled a suicide, a film crew arrives in Seattle to make a documentary. Director Nick Broomfield talks to lots of people: Cobain's aunt who provides home movies and recordings, the estranged father of Cobain's widow Courtney Love, an L.A. private investigator who worked for Love, a nanny for Kurt and Courtney's child, friends and lovers of both, and others. Although Love won't talk to him and his inquiries lose him financial backing, he comes to believe the coroner's verdict. Portraits emerge: a shy, slight Kurt, weary of touring, embarrassed by fame, hooked on heroin; an out-going Courtney, dramatic, controlling, moving from groupie to star.",Kurt & Courtney,1998
Grace tries to be the perfect mother and TV producer but finds trouble in juggling both.,The 24 Hour Woman,1999
"Will Shakespeare is a known but struggling poet, playwright and actor who not only has sold his next play to both Philip Henslow and Richard Burbidge but now faces a far more difficult problem: he is bereft of ideas and has yet to begin writing. He is in search of his muse, the woman who will inspire him but all attempts fail him until he meets the beautiful Viola de Lesseps. She loves the theatre and would like nothing more than to take to the stage but is forbidden from doing so as only men can be actors. She is also a great admirer of Shakespeare's works. Dressing as a man and going by the name of Thomas Kent, she auditions and is ideal for a part in his next play. Shakespeare soon sees through her disguise and they begin a love affair, one they know cannot end happily for them as he is already married and she has been promised to the dour Lord Wessex. As the company rehearses his new play, Will and Viola's love is transferred to the written page leading to the masterpiece that is Romeo and Juliet.",Shakespeare in Love,1998
"Billy, a struggling young gay photographer (who likes Polaroids), tired of being the ""other man"", falls in love with Gabriel, a waiter and aspiring musician who is probably straight but possibly gay or at least curious. Billy tries to get Gabriel to model for his latest project, a series of remakes of famous Hollywood screen kisses, featuring male couples, while also trying to win his affections.",Billy's Hollywood Screen Kiss,1998
"After the suicide of the teenager Allen Clark, his family decides to move from Chicago to the quiet Cradle Bay Island seeking a peaceful life for the siblings Steve and Lindsay Clark. When Steve joins the local high-school, the outcast Gavin Strick befriends Steve and introduces his also rejected friend Rachel Wagner to the newcomer. Gavin exposes to Steve in the refectory the punks, the nerds and the different tribes of the school and he defends the weird theory that a sinister force changes the behavior of the annoyingly perfect ""Blue Ribbons"", a group of good students that wear identical jackets and gather in the Yogurt Shoppe. Further he tells that he had witnessed the blue ribbon Andy Efkin killing their schoolmate Mary Jo that is missing and the local Officer Cox covering the murder. Steve does not believe on Gavin words, but when his friend is submitted to the treatment of Dr. Edgar Caldicott and immediately changes his behavior, joining the Blue Ribbons, Steve and Rachel decides to investigate the mystery discovering the dark secret of the perfect behavior.",Disturbing Behavior,1998
"Tommy faces responsiblity when Dil, his new baby brother is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. Even Phil and Lil don't like them. So they decide to return Dil to where he came from, the hospital. But they get lost along the way, REALLY lost, and get into even more trouble with a circus. Can they find their way home and can Tommy and Dil just get along?",The Rugrats Movie,1998
"After the abduction by the US military of an Islamic religious leader, New York City becomes the target of escalating terrorist attacks. Anthony Hubbard, the head of the FBI's Counter-Terrorism Task Force in New York, teams up with CIA operative Elise Kraft to hunt down the terrorist cells responsible for the attacks. As the bombings continue, the US government responds by declaring martial law, sending US troops, led by Gen. Devereaux, into the streets of New York City.",The Siege,1998
"A horror tale set in a High School where the students suspect the teaching staff of being aliens, who are intent on making the students their victims.",The Faculty,1998
"First Sight is true to the title from start to finish. Val Kilmer skates in the dark appears FIRST to Mira Sorvino car headlights driving lost searching for her retreat spa motel. Kilmers FIRST visual memory links him coincidently to his last. This is a true love drama with Nathan Lane providing laughs counseling visual therapy. All stars emotional vulnerability teach the audience learning love matters in art, architecture, education, parenting, massage and trees.",At First Sight,1999
"Two losers from Milwaukee, Coop & Remer, invent a new game playing basketball, using baseball rules. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. Coop & Remer's team, the Milwaukee Beers is the only team standing in the way of major rule changes that the owner of the Dallas Felons wants to institute.",BASEketball,1998
"Two broke buddies feel lucky when they come upon a truckload of cellular phones and begin selling them out of the back of their van. Trouble arises though, when the phones develop faults. The two friends then not only have to deal with unsatisfied customers but also the FBI.",I Got the Hook Up,1998
"Julie's back in college with her new friend, and they win a weekend trip to an island. On the way there, someone dies, and then the girls are tormented on the island.",I Still Know What You Did Last Summer,1998
"Ted was a geek in high school, who was going to go to the prom with one of the most popular girls in school, Mary. The prom date never happened, because Ted had a very unusual accident. Thirteen years later he realizes he is still in love with Mary, so he hires a private investigator to track her down. That investigator discovers he too may be in love with Mary, so he gives Ted some false information to keep him away from her. But soon Ted finds himself back into Mary's life, as we watch one funny scene after another.",There's Something About Mary,1998
"Patch Adams is determined to become a medical doctor because he enjoys helping people. Unfortunately, the medical and scientific community does not appreciate his methods of healing the sick, while the actual patients, medical professors, and hospital nurses all appreciate the work *he* can do, because they are unable to do it.",Patch Adams,1998
The owner of a large bookstore chain starts putting the owner of a small local bookstore out of business. Meanwhile they have been corresponding over the internet without knowing who either of them are. They can't stand each other in person but over the internet they are very attracted. He finds out who she is but she doesn't know. He starts to like her more but she still hates him. He has to fix it.,You've Got Mail,1998
"Max Fischer is a precocious 15-year-old whose reason for living is his attendance at Rushmore, a private school where he's not doing well in any of his classes, but where he's the king of extracurricular activities - from being in the beekeeping society to writing and producing plays, there's very little after school he doesn't do. His life begins to change, however, when he finds out he's on academic probation, and when he stumbles into love with Miss Cross, a pretty teacher of the elementary school at Rushmore. Added to the mix is his friendship with Herman Blume, wealthy industrialist and father to boys who attend the school, and who also finds himself attracted to Miss Cross. Max's fate becomes inextricably tied to this odd love triangle, and how he sets about resolving it is the story in the film.",Rushmore,1998
"A young, reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks, while balancing his relationship with his girlfriend and his commitments to law school.",Rounders,1998
"Comedian Harmonists tells the story of a famous, German male sextet, five vocals and piano, the ""Comedian Harmonists"", from the day they meet first in 1927 to the day in 1934, when they become banned by the upcoming Nazis, because three of them are Jewish.",The Harmonists,1997
"It's high school graduation and, like all seniors, they want to party. So, 500 high school seniors look forward to a party while, in the meantime, a boy wants to get a girl he's loved for years who just broke up with her boyfriend, and one head-case who wants revenge on a lifelong bully. So, the party comes, things develop. People have sex, drink, and go along with most of the guidelines of a high school graduation party.",Can't Hardly Wait,1998
"Bobbie is an addict and small-time thief. When one of his jobs goes bad, Mel is called in to patch him up. Mel offers him a chance at a bigger score. Over time, Mel and his girlfriend Sid become almost like parents to Bobbie and his girlfriend Rosie, but this can't last.",Another Day in Paradise,1998
"This film details the ascension to the throne and the early reign of Queen Elizabeth the First, as played by Cate Blanchett. The main focus is the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",Elizabeth,1998
"Lee Plenty is an almost broke would-be novelist and Havilland Savage is rich and very beautiful woman and his friend. When she invites him to her home for New Year's Eve, they start to build up a romance.",Hav Plenty,1997
A Baltimore sandwich shop employee becomes an overnight sensation when a photographer's photos he's taken of his weird family become the latest rage in the art world.,Pecker,1998
"Fresh out of prison, Git rescues a former best friend (now living with Git's girlfriend) from a beating at the hands of loan sharks. He's now in trouble with the mob boss, Tom French, who sends Git to Cork with another debtor, Bunny Kelly, to find a guy named Frank Grogan, and take him to a man with a friendly face at a shack across a bog. It's a tougher assignment than it seems: Git's a novice, Bunny's prone to rash acts, Frank doesn't want to be found (and once he's found, he has no money), and maybe Tom's planning to murder Frank, which puts Git in a moral dilemma. Then, there's the long-ago disappearance of Sonny Mulligan. What's a decent and stand-up lad to do?",I Went Down,1997
"Paulie, an intelligent parrot who actually talks, relates the story of his struggle to a Russian immigrant who works as a janitor at the research institute where he is housed and neglected. Paulies story begins many years earlier when he is given as a gift to a little girl who stutters. Eventually, he teaches the girl to speak correctly but is taken away by her father because he believes the girl cannot distinguish fantasy from reality because she believes the bird can talk. Paulie goes through a series of adventures with a pawn shop owner, an ageing widow, a Mexican-American troubadour and a would be thief before being taken to the institute where he now lives.",Paulie,1998
"Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen.",Simon Birch,1998
"Joe Young was a simple young man trying to spread the word of the Book of Mormon when he picked the wrong house to preach at! The owner, a porn director named Maxxx Orbison, tells his henchmen to kill the guy at the door who interrupted their scene, but Joe fights off the guards with great skill, which impresses Maxxx so much that he offers Joe the lead role in the movie he's making at the moment: Orgazmo, which is about a sex superhero who fights crime with his Orgazmorator, and ChodaBoy, his sidekick. Joe, against his beliefs, takes the job so that he can pay for the wedding he plans for himself and his fiancée, whom he doesn't tell about his risqué new acting job. However, when the movie becomes an amazing hit just about everywhere and he finds out that Ben (ChodaBoy) has created a real Orgazmorator, Joe is in some serious hot water!",Orgazmo,1997
"Tells the story of Jesus Shuttlesworth, the most sought after high school basketball prospect in the nation. Jesus and his dream to make it to the big ranks in professional basketball are overshadowed by his father, Jake, who is spending his life in prison for killing Jesus' mother.",He Got Game,1998
"Three friends share an exciting vacation in Malaysia, full of fun, drinks, women and hash. When the vacation is over, each have dreams of continuing their lives, and they all go their separate ways. One of them (Phoenix) remains on the tropical paradise to fulfill a dream of working with apes for research. Two years later, a lawyer (Heche) comes to New York and hunts down the other two friends to give some sad news. A few days after they left the island, police raided their camp and found amazingly large quantities of hash left about. Phoenix was still residing there, so he had to take the blame. He is set to be put to death in 8 days, and the only way the charges can be decreased is if the two friends come back to paradise and take their share of the responsibilty. If they do, they both will spend three years in prison. If only one does, he will spend six years behind bars...",Return to Paradise,1998
"Our intrepid defender of the working man, Michael Moore, documents his 1996 ""Downsize This!"" book tour across the USA. Shot on-the-cheap with a video camera, we once again watch our hero interview the working man at yet another plant closing, while also trying to get past corporate security guards to interview the millionaire CEOs.",The Big One,1997
"A group of friends head to Las Vegas for a bachelor party.. only things go wrong and a woman is killed. Soon, the bodies are piling up and the friends find themselves turning against one another as the coverup builds.",Very Bad Things,1998
"Two girls, Carla and Lou meet on the street outside a loft waiting for their boyfriends. In a short time, they find out that they're waiting for the same guy - young actor Blake, who said that he loves only her to both of them but was actually leading double life for a few months already. Angry, they break into his loft and when he returns, a round of accusations and explanations begins.",Two Girls and a Guy,1997
The slightly kleptomanic 29-year-old Mathilde is experiencing strange swoonings since a few days. There she encounters a mysterious doctor who treats her with hypnosis therapy. As she gets ...,Seventh Heaven,1997
"In the mid-1980s, three women (each with an attorney) arrive at the office of New York entertainment manager Morris Levy. One is a singer from Los Angeles, formerly of the Platters; one is a petty thief from Philadelphia; one teaches high school in a small Georgia town. Each claims to be the widow of long-dead doo-wop singer-songwriter Frankie Lyman, and each wants years of royalties due to his estate, money Levy has never shared. During an ensuing civil trial, flashbacks tell the story of each one's life with Lyman, a boyish, high-pitched, dynamic performer, lost to heroin. Slowly, the three widows come together and establish their own bond.",Why Do Fools Fall in Love,1998
"15-year-old Alan Abernathy, the son of a toy store owner, tries out some new action figures: The Commando Elite vs. The Gorgonites. But three months ago, a toy company believes it is onto something when it employs the latest government military technology in a series of action figures, enabling them to talk. They underestimate the power of the special micro chips they've employed, however, as the two opposing sides of the toy line start thinking for themselves and engaging in real combat! The Commando Elite vow to wipe out the Gorgonites in a suburban neighborhood. Alan, his neighbor Christy Fimple, (on whom he has a massive crush) with the help of the kind Gorgonites, must protect his home and family from the Commandos.",Small Soldiers,1998
"Ronin is the Japanese word used for Samurai without a master. In this case, the Ronin are outcast specialists of every kind, whose services are available to everyone - for money. Dierdre (undoubtedly from Ireland) hires several Ronin to form a team in order to retrieve an important suitcase from a man who is about to sell it to the Russians. After the mission has been completed successfully, the suitcase immediately gets switched by a member of the team who seems to work into his own pocket. The complex net of everyone tricking everyone begins to surface slowly, and deadly...",Ronin,1998
"A detective tries to remain loyal to his partner, and his best friend - a mobster.",One Tough Cop,1998
"Socially inept garbage man Simon is befriended by Henry Fool, a witty roguish, but talentless novelist. Henry opens a magical world of literature to Simon who turns his hand to writing the 'great American poem'. As Simon begins his controversial ascent to the dizzying heights of Nobel Prize winning poet, Henry sinks to a life of drinking in low-life bars. The two friends fall out and lose touch until Henry's criminal past catches up with him and he needs Simon's help to flee the country.",Henry Fool,1997
"Martin Riggs and Roger Murtaugh, after escaping death from the previous movies are put on a hit list by The Triads. When blood thirsty mercenaries are on their tail they team up again with Leo Getz and Lorna Cole, a newcomer (Chris Rock) to finally put an end to the Triads for good.",Lethal Weapon 4,1998
"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why. The only problem with this case is Zero has done something he's never done before: got emotionally involved.",Zero Effect,1998
"With problems appearing between FBI agents Fox Mulder and Dana Scully, a dangerous conspiracy is starting to appear. A deadly virus, which appears to be of extraterrestrial origin has appeared, which could destroy all life on Earth. With the help of a paranoid doctor, Alvin Kurtzweil, Mulder and Scully must act fast in order to save everyone on the planet.",The X Files,1998
"Ryan Harrison, a violin god, superstar and sex symbol does not want to cheat on sexy Lauren Goodhue's husband with her. Shortly after that Mr. Goodhue is found murdered and Ryan suddenly finds himself being the main suspect. After being sentenced to death he manages to flee while being transferred to his execution site. Now, all the world is after him as he stumbles from one unfortunate incident to the next in order to find the real murderer.",Wrongfully Accused,1998
"In south Florida, a high school counselor is accused of rape by a manipulative rich girl and her trailer trash classmate. The cop on the case begins to suspect a conspiracy and dives into an elaborate and devious web of greed and betrayal to find the truth.",Wild Things,1998
"After Chris Nielsen dies in a car accident, he is guided through the afterlife by his spirit guide, Albert. His new world is beautiful and can be whatever Chris imagines. Even his children are there. But, when his wife, Annie, commits suicide and is sent to hell, Chris ignores Albert's warnings and journeys there to save her. Upon arrival, Chris finds that rescuing Annie will be more difficult than he'd imagined.",What Dreams May Come,1998
"Robbie Hart is singing the hits of the 1980s at weddings and other celebrations. He also can keep the party going in good spirit, he knows what to say and when to say it. Julia is a waitress at the events where Robbie performs. When both of them find someone to marry and prepare for their weddings, it becomes clear that they've chosen wrong partners.",The Wedding Singer,1998
"After being caught in a scandalous situation days before the election, the president does not seem to have much of a chance of being re-elected. One of his advisers contacts a top Hollywood producer in order to manufacture a war in Albania that the president can heroically end, all through mass media.",Wag the Dog,1997
"1971: Glamrock explodes all over the world and challenges the seriousness within the flower power generation by means of glitter and brutal music. Brian Slade, a young rock star, inspires numerous teenage boys and girls to paint their nails and explore their own sexuality. In the end Slade destroys himself. Unable to escape the character role of ""Maxwell Demon"" that he created, he plots his own murder. When fans discover the murder is not real, his star falls abruptly and he is quickly forgotten about. 1984: Arthur, a journalist working for a New York newspaper, gets assigned the tenth anniversary story about the fake murder of Brian Slade. When Arthur was young and growing up in Manchester, he was more than a fan of Slade. Reluctantly he accepts the assignment and starts to investigate what happened to his old glamrock hero.",Velvet Goldmine,1998
"The church has long known that vampires exist. However, it is discovered that a group of vampires are searching for a powerful doom for mankind. The Vatican then secretly enlists a team of vampire-hunters, led by Jack Crow, to hunt down and destroy the vampires before they find the crucifix.",Vampires,1998
"When a prisoner transport plane crashes, one prisoner, Mark Sheridan, skillfully escapes and saves lives at the same time. Deputy Sam Gerard and his team of U.S. Marshals pursue relentlessly, but Gerard begins to suspect that there is more to the exceptional fugitive than what he has been told. Meanwhile, Sheridan struggles to avoid capture while seeking answers of his own. Until the final scene, both Gerard and Sheridan are in jeopardy of the unknown.",U.S. Marshals,1998
