movieId,title,imdbId
1917,Armageddon (1998),120591
2294,Antz (1998),120587
2329,American History X (1998),120586
2188,54 (1998),120577
2168,Dance with Me (1998),120576
1652,Year of the Horse (1997),120539
2356,Celebrity (1998),120533
1878,Woo (1998),120531
1657,Wonderland (1997),120529
1623,Wishmaster (1997),120524
1728,"Winter Guest, The (1997)",120521
1683,"Wings of the Dove, The (1997)",120520
2437,Wilde (1997),120514
1582,Wild America (1997),120512
1812,Wide Awake (1998),120510
1670,Welcome to Sarajevo (1997),120490
2335,"Waterboy, The (1998)",120484
1689,"Man Who Knew Too Little, The (1997)",120483
1525,Warriors of Virtue (1997),120479
1750,Star Kid (1997),120478
1515,Volcano (1997),120461
2448,Virus (1999),120458
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),120434
1430,Underworld (1996),120414
1633,Ulee's Gold (1997),120402
1891,"Ugly, The (1997)",120401
1627,U Turn (1997),120399
1539,Twin Town (1997),120394
1427,Turbulence (1997),120390
1495,Turbo: A Power Rangers Movie (1997),120389
1523,"Truth or Consequences, N.M. (1997)",120383
1682,"Truman Show, The (1998)",120382
1550,Trial and Error (1997),120373
1508,Traveller (1997),120366
1458,Touch (1997),120357
1722,Tomorrow Never Dies (1997),120347
1721,Titanic (1997),120338
2391,"Simple Plan, A (1998)",120324
1624,"Thousand Acres, A (1997)",120323
1914,Smoke Signals (1998),120321
1463,That Old Feeling (1997),120318
1460,That Darn Cat (1997),120317
1669,"Tango Lesson, The (1997)",120275
1859,Taste of Cherry (Ta'm e guilass) (1997),120265
1719,"Sweet Hereafter, The (1997)",120255
1799,Suicide Kings (1997),120241
1454,SubUrbia (1997),120238
1819,Storefront Hitchcock (1997),120219
1874,Still Breathing (1997),120211
1599,Steel (1997),120207
1676,Starship Troopers (1997),120201
1613,Star Maps (1997),120197
1636,Stag (1997),120192
1532,Sprung (1997),120190
1760,Spice World (1997),120185
1779,Sphere (1998),120184
1556,Speed 2: Cruise Control (1997),120179
1591,Spawn (1997),120177
1834,"Spanish Prisoner, The (1997)",120176
1621,Soul Food (1997),120169
2322,Soldier (1998),120157
1480,Smilla's Sense of Snow (1997),120152
1632,"Smile Like Yours, A (1997)",120151
1680,Sliding Doors (1998),120148
1583,"Simple Wish, A (1997)",120133
1755,Shooting Fish (1997),120122
1600,She's So Lovely (1997),120112
1619,Seven Years in Tibet (1997),120102
1487,Selena (1997),120094
1717,Scream 2 (1997),120082
1479,"Saint, The (1997)",120053
1465,Rosewood (1997),120036
1564,For Roseanna (Roseanna's Grave) (1997),120034
1513,Romy and Michele's High School Reunion (1997),120032
1646,RocketMan (a.k.a. Rocket Man) (1997),120029
1769,"Replacement Killers, The (1998)",120008
1686,Red Corner (1997),119994
1672,"Rainmaker, The (1997)",119978
1476,Private Parts (1997),119951
1810,Primary Colors (1998),119942
1442,Prefontaine (1997),119937
2237,Without Limits (1998),119934
1726,"Postman, The (1997)",119925
2007,Polish Wedding (1998),119910
1647,Playing God (1997),119906
1593,Picture Perfect (1997),119896
1655,Phantoms (1998),119891
1456,"Pest, The (1997)",119887
1616,"Peacemaker, The (1997)",119874
1507,Paradise Road (1997),119859
1581,Out to Sea (1997),119848
1668,One Night Stand (1997),119832
1784,As Good as It Gets (1997),119822
1715,Office Killer (1997),119819
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",119815
1529,Nowhere (1997),119809
1846,Nil By Mouth (1997),119792
1355,Nightwatch (1997),119791
1771,Night Flier (1997),119784
1404,Night Falls on Manhattan (1996),119783
2171,Next Stop Wonderland (1998),119778
1569,My Best Friend's Wedding (1997),119738
1767,Music From Another Room (1998),119734
1422,Murder at 1600 (1997),119731
1684,Mrs. Dalloway (1997),119723
1731,Mr. Magoo (1997),119718
1713,Mouse Hunt (1997),119715
1681,Mortal Kombat: Annihilation (1997),119707
1604,Money Talks (1997),119695
1873,"Misérables, Les (1998)",119683
1603,Mimic (1997),119675
2310,"Mighty, The (1998)",119670
1711,Midnight in the Garden of Good and Evil (1997),119668
1432,Metro (1997),119664
1788,Men with Guns (1997),119656
1580,Men in Black (a.k.a. MIB) (1997),119654
2340,Meet Joe Black (1998),119643
1445,McHale's Navy (1997),119640
1629,"MatchMaker, The (1997)",119632
1791,Twilight (1998),119594
1667,Mad City (1997),119592
1734,My Life in Pink (Ma vie en rose) (1997),119590
1535,Love! Valour! Compassion! (1997),119578
2304,Love Is the Devil (1998),119577
1794,Love and Death on Long Island (1997),119574
1544,"Lost World: Jurassic Park, The (1997)",119567
2025,Lolita (1997),119558
1658,"Life Less Ordinary, A (1997)",119535
1485,Liar Liar (1997),119528
1671,Deceiver (1997),119527
2165,Your Friends and Neighbors (1998),119517
1602,Leave It to Beaver (1997),119509
1880,Lawn Dogs (1997),119506
1617,L.A. Confidential (1997),119488
1730,Kundun (1997),119485
1606,Kull the Conqueror (1997),119484
1620,Kiss the Girls (1997),119468
1612,"Kiss Me, Guido (1997)",119465
2191,"Merry War, A (1997)",119453
1860,Character (Karakter) (1997),119448
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),119432
1729,Jackie Brown (1997),119396
1687,"Jackal, The (1997)",119395
1498,Inventing the Abbotts (1997),119381
1889,Insomnia (1997),119375
1594,In the Company of Men (1997),119361
1614,In & Out (1997),119360
1635,"Ice Storm, The (1997)",119349
2189,I Married A Strange Person! (1997),119346
1644,I Know What You Did Last Summer (1997),119345
2435,Hurlyburly (1998),119336
1640,How to Be a Player (1997),119326
1648,"House of Yes, The (1997)",119324
1727,"Horse Whisperer, The (1998)",119314
1888,Hope Floats (1998),119313
1601,Hoodlum (1997),119311
1824,Homegrown (1998),119305
2385,Home Fries (1998),119304
1707,Home Alone 3 (1997),119303
1566,Hercules (1997),119282
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",119280
1809,Fireworks (Hana-bi) (1997),119250
2388,Steam: The Turkish Bath (Hamam) (1997),119248
1500,Grosse Pointe Blank (1997),119229
1447,Gridlock'd (1997),119225
1735,Great Expectations (1998),119223
1704,Good Will Hunting (1997),119217
1661,Switchback (1997),119210
1841,"Gingerbread Man, The (1998)",119196
1588,George of the Jungle (1997),119190
1653,Gattaca (1997),119177
1625,"Game, The (1997)",119174
1586,G.I. Jane (1997),119173
1641,"Full Monty, The (1997)",119164
1595,Free Willy 3: The Rescue (1997),119152
1703,For Richer or Poorer (1997),119142
1457,Fools Rush In (1997),119141
1702,Flubber (1997),119137
2197,Firelight (1997),119125
1626,Fire Down Below (1997),119123
1527,"Fifth Element, The (1997)",119116
1425,Fierce Creatures (1997),119115
1526,Fathers' Day (1997),119109
1649,"Fast, Cheap & Out of Control (1997)",119107
1754,Fallen (1998),119099
1654,FairyTale: A True Story (1997),119095
1573,Face/Off (1997),119094
1605,Excess Baggage (1997),119086
1590,Event Horizon (1997),119081
1660,Eve's Bayou (1997),119080
1887,Almost Heroes (1998),119053
1615,"Edge, The (1997)",119051
1563,Dream With the Fishes (1997),119019
1497,Double Team (1997),119013
1466,Donnie Brasco (1997),119008
1911,Dr. Dolittle (1998),118998
1488,"Devil's Own, The (1997)",118972
1645,The Devil's Advocate (1997),118971
1598,Desperate Measures (1998),118966
1543,"Designated Mourner, The (1997)",118964
1762,Deep Rising (1998),118956
1701,Deconstructing Harry (1997),118954
1748,Dark City (1998),118929
1438,Dante's Peak (1997),118928
1870,"Dancer, Texas Pop. 81 (1998)",118925
1896,Cousin Bette (1998),118894
1589,Cop Land (1997),118887
1584,Contact (1997),118884
1597,Conspiracy Theory (1997),118883
1552,Con Air (1997),118880
1875,Clockwatchers (1997),118866
2280,Clay Pigeons (1998),118863
1472,City of Industry (1997),118859
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",118849
1639,Chasing Amy (1997),118842
1489,Cats Don't Dance (1997),118829
1844,Live Flesh (Carne trémula) (1997),118819
1596,Career Girls (1997),118818
1699,"Butcher Boy, The (1997)",118804
2324,Life Is Beautiful (La Vita è bella) (1997),118799
1883,Bulworth (1998),118798
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),118789
1861,Junk Mail (Budbringeren) (1997),118785
1518,Breakdown (1997),118771
1848,"Borrowers, The (1997)",118755
1468,Booty Call (1997),118750
1673,Boogie Nights (1997),118749
1772,Blues Brothers 2000 (1998),118747
1798,Hush (1998),118744
2275,Six-String Samurai (1998),118736
1852,Love Walked In (1998),118727
1732,"Big Lebowski, The (1998)",118715
1431,Beverly Hills Ninja (1997),118708
1473,Best Men (1997),118702
1696,Bent (1997),118698
1453,"Beautician and the Beast, The (1997)",118691
1665,Bean (1997),118689
1562,Batman & Robin (1997),118688
1490,B*A*P*S (1997),118663
2153,"Avengers, The (1998)",118661
1517,Austin Powers: International Man of Mystery (1997),118655
1631,"Assignment, The (1997)",118647
1756,"Prophecy II, The (1998)",118643
2320,Apt Pupil (1998),118636
1694,"Apostle, The (1997)",118632
1688,Anastasia (1997),118617
1499,Anaconda (1997),118615
1693,Amistad (1997),118607
1690,Alien: Resurrection (1997),118583
1608,Air Force One (1997),118571
1592,Air Bud (1997),118570
1733,Afterglow (1997),118566
2439,Affliction (1997),118564
1541,Addicted to Love (1997),118556
1459,Absolute Power (1997),118548
1503,8 Heads in a Duffel Bag (1997),118541
1739,3 Ninjas: High Noon On Mega Mountain (1998),118539
1609,187 (One Eight Seven) (1997),118531
2169,Dead Man on Campus (1998),118301
1413,"Whole Wide World, The (1996)",118163
1449,Waiting for Guffman (1996),118111
1415,"Thieves (Voleurs, Les) (1996)",118100
1482,"Van, The (1996)",118064
2008,"This World, Then the Fireworks (1997)",117898
1858,Mr. Nice Guy (Yat goh ho yan) (1997),117786
1384,"Substance of Fire, The (1996)",117773
1356,Star Trek: First Contact (1996),117731
1358,Sling Blade (1996),117666
1357,Shine (1996),117631
1537,Shall We Dance? (Shall We Dansu?) (1996),117615
1407,Scream (1996),117571
1546,Schizopolis (1996),117561
1311,Santa with Muscles (1996),117550
1365,Ridicule (1996),117477
1363,"Preacher's Wife, The (1996)",117372
1417,"Portrait of a Lady, The (1996)",117364
1545,Ponette (1996),117359
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),117293
2292,Overnight Delivery (1998),117276
1390,My Fellow Americans (1996),117119
1414,Mother (1996),117091
1353,"Mirror Has Two Faces, The (1996)",117057
1409,Michael (1996),117038
1420,Message to Love: The Isle of Wight Festival (1996),117028
1399,Marvin's Room (1996),116999
1391,Mars Attacks! (1996),116996
1493,Love and Other Catastrophes (1996),116931
1464,Lost Highway (1997),116922
1531,Losing Chase (1996),116920
1446,Kolya (Kolja) (1996),116790
1502,Kissed (1996),116783
1501,Keys to Tulsa (1997),116762
1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),116754
1475,Kama Sutra: A Tale of Love (1996),116743
1359,Jingle All the Way (1996),116705
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),116704
1393,Jerry Maguire (1996),116695
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),116631
1398,In Love and War (1996),116621
1317,I'm Not Rappaport (1996),116601
1310,Hype! (1996),116589
1455,Hotel de Love (1996),116565
1423,Hearts and Minds (1996),116506
2342,Hard Core Logo (1996),116488
2330,Hands on a Hard Body (1996),116481
1411,Hamlet (1996),116477
1401,Ghosts of Mississippi (1996),116410
1575,Gabbeh (1996),116384
1312,Female Perversions (1996),116293
1416,Evita (1996),116250
1410,"Evening Star, The (1996)",116240
1902,Dream for an Insomniac (1996),116141
1484,"Daytrippers, The (1996)",116041
1366,"Crucible, The (1996)",115988
1483,Crash (1996),115964
1392,Citizen Ruth (1996),115906
1516,Children of the Revolution (1996),115886
1571,When the Cat's Away (Chacun cherche son chat) (1996),115856
1354,Breaking the Waves (1996),115751
1542,Brassed Off (1996),115744
1351,Blood and Wine (Blood & Wine) (1996),115710
1405,Beavis and Butt-Head Do America (1996),115641
1397,Bastard Out of Carolina (1996),115633
1324,Amityville: Dollhouse (1996),115535
1352,Albino Alligator (1996),115495
1367,101 Dalmatians (1996),115433
1549,Rough Magic (1995),114303
1554,"Pillow Book, The (1996)",114134
1504,Hollow Reed (1996),113314
1555,"To Have, or Not (En avoir (ou pas)) (1995)",112951
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",112922
1757,Fallen Angels (Duo luo tian shi) (1995),112913
1406,La Cérémonie (1995),112769
1795,"Callejón de los milagros, El (1995)",112619
1428,Angel Baby (1995),112362
1692,Alien Escape (1995),112318
2103,Tall Tale (1995),111359
2101,Squanto: A Warrior's Tale (1994),111271
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),110978
1433,The Machine (1994),110425
1369,I Can't Sleep (J'ai pas sommeil) (1994),110171
1444,Guantanamera (1994),109949
2042,D2: The Mighty Ducks (1994),109520
2036,Blank Check (1994),109287
2284,Bandit Queen (1994),109206
2106,Swing Kids (1993),108265
2092,"Return of Jafar, The (1994)",107952
2120,Needful Things (1993),107665
1678,"Joy Luck Club, The (1993)",107282
2269,Indecent Proposal (1993),107211
2052,Hocus Pocus (1993),107120
1265,Groundhog Day (1993),107048
2045,"Far Off Place, A (1993)",106868
1437,"Cement Garden, The (1993)",106535
1441,Benny & Joon (1993),106387
2071,And the Band Played On (1993),106273
1440,Amos & Andrew (1993),106266
1325,Amityville: A New Generation (1993),106262
1266,Unforgiven (1992),105695
1385,Under Siege (1992),105690
2253,Toys (1992),105629
1570,Tetsuo II: Body Hammer (1992),105569
1396,Sneakers (1992),105435
1990,Prom Night IV: Deliver Us From Evil (1992),105179
2289,"Player, The (1992)",105151
2084,Newsies (1992),104990
2302,My Cousin Vinny (1992),104952
2083,"Muppet Christmas Carol, The (1992)",104940
2082,"Mighty Ducks, The (1992)",104868
2002,Lethal Weapon 3 (1992),104714
1408,"Last of the Mohicans, The (1992)",104691
2053,"Honey, I Blew Up the Kid (1992)",104437
2252,Hero (1992),104412
2268,"Few Good Men, A (1992)",104257
1993,Child's Play 3 (1991),103956
1342,Candyman (1992),103919
1339,Dracula (Bram Stoker's Dracula) (1992),103874
1377,Batman Returns (1992),103776
1322,Amityville 1992: It's About Time (1992),103678
1320,Alien³ (a.k.a. Alien 3) (1992),103644
1372,Star Trek VI: The Undiscovered Country (1991),102975
2094,"Rocketeer, The (1991)",102803
2024,"Rapture, The (1991)",102757
2265,Nothing But Trouble (1991),102558
1279,Night on Earth (1991),102536
1611,My Own Private Idaho (1991),102494
2267,Mortal Thoughts (1991),102469
2108,L.A. Story (1991),102250
2112,Grand Canyon (1991),101969
1271,Fried Green Tomatoes (1991),101921
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",101917
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),101640
1343,Cape Fear (1991),101540
2266,"Butcher's Wife, The (1991)",101523
1336,Body Parts (1991),101492
1306,Until the End of the World (Bis ans Ende der Welt) (1991),101458
2142,"American Tail: Fievel Goes West, An (1991)",101329
2124,"Addams Family, The (1991)",101272
1379,Young Guns II (1990),100994
2327,Tales from the Darkside: The Movie (1990),100740
2283,"Sheltering Sky, The (1990)",100594
2412,Rocky V (1990),100507
2089,"Rescuers Down Under, The (1990)",100477
1268,Pump Up the Volume (1990),100436
1249,"Femme Nikita, La (Nikita) (1990)",100263
2162,"NeverEnding Story II: The Next Chapter, The (1990)",100240
2249,My Blue Heaven (1990),100212
1245,Miller's Crossing (1990),100150
1966,Metropolitan (1990),100142
2250,Men Don't Leave (1990),100134
1382,Marked for Death (1990),100114
